county,year,season,seasonal_rainfall_mm,rainy_days,heavy_rain_days,max_dry_spell_days,onset_week,temp_mean_c,temp_max_c,temp_min_c,elevation_m,drought_risk_index
Mombasa,2018,Long Rains (MAM),723.0,43,11,9,1,29.9,37.3,22.2,12.0,0.0
Mombasa,2018,Short Rains (OND),298.9,24,3,13,4,27.5,34.4,20.1,11.0,0.41
Mombasa,2019,Long Rains (MAM),550.8,30,8,31,10,30.0,37.3,22.6,11.0,0.362
Mombasa,2019,Short Rains (OND),747.6,43,12,8,1,27.3,34.8,19.9,10.0,0.0
Mombasa,2020,Long Rains (MAM),787.4,44,15,10,1,30.1,38.1,22.0,9.0,0.0
Mombasa,2020,Short Rains (OND),228.8,31,3,13,5,27.3,35.5,20.1,10.0,0.503
Mombasa,2021,Long Rains (MAM),76.2,14,0,31,10,30.1,37.5,22.5,11.0,0.994
Mombasa,2021,Short Rains (OND),179.4,26,1,21,9,27.6,35.2,20.8,11.0,0.697
Mombasa,2022,Long Rains (MAM),329.1,22,6,30,7,30.2,37.6,23.0,11.0,0.641
Mombasa,2022,Short Rains (OND),161.3,25,1,12,6,27.6,34.8,20.3,11.0,0.577
Mombasa,2023,Long Rains (MAM),374.1,27,5,18,4,30.1,37.4,22.9,11.0,0.389
Mombasa,2023,Short Rains (OND),703.0,35,8,10,1,27.8,35.5,19.4,8.0,0.0
Mombasa,2024,Long Rains (MAM),395.1,29,5,21,4,30.4,38.0,21.9,8.0,0.409
Mombasa,2024,Short Rains (OND),450.7,28,7,19,2,27.8,35.4,20.7,12.0,0.303
Mombasa,2025,Long Rains (MAM),578.4,39,10,15,4,30.3,39.1,22.1,12.0,0.069
Murang'a,2015,Short Rains (OND),592.6,44,9,10,2,18.6,26.0,10.9,1376.0,0.0
Murang'a,2016,Long Rains (MAM),799.0,40,15,22,2,21.3,29.8,13.4,1376.0,0.0
Murang'a,2016,Short Rains (OND),253.9,25,4,18,5,18.7,26.5,10.9,1376.0,0.549
Murang'a,2017,Long Rains (MAM),482.6,34,7,22,6,21.3,29.5,13.7,1376.0,0.309
Murang'a,2017,Short Rains (OND),219.3,22,4,22,2,18.7,26.7,11.3,1376.0,0.66
Murang'a,2018,Long Rains (MAM),1321.7,66,24,8,1,21.3,30.6,13.3,1376.0,0.0
Murang'a,2018,Short Rains (OND),277.8,36,3,12,4,18.7,26.2,10.6,1376.0,0.422
Murang'a,2019,Long Rains (MAM),47.5,6,0,26,4,21.3,29.0,13.9,1376.0,0.953
Murang'a,2020,Long Rains (MAM),724.6,40,14,11,3,21.5,29.4,13.8,1376.0,0.0
Murang'a,2020,Short Rains (OND),61.0,5,1,22,3,19.0,26.3,11.6,1376.0,0.871
Murang'a,2021,Long Rains (MAM),52.5,8,0,14,5,21.4,28.9,13.8,1376.0,0.754
Murang'a,2021,Short Rains (OND),371.6,38,6,18,3,19.0,26.8,10.7,1376.0,0.393
Murang'a,2022,Long Rains (MAM),352.4,34,4,22,4,21.7,29.4,14.1,1376.0,0.482
Murang'a,2022,Short Rains (OND),200.2,15,4,17,5,19.0,26.3,11.6,1376.0,0.605
Murang'a,2023,Long Rains (MAM),685.1,46,8,15,3,21.9,30.3,13.3,1376.0,0.0
Murang'a,2023,Short Rains (OND),652.8,39,13,16,3,19.3,27.2,11.1,1376.0,0.0
Murang'a,2024,Long Rains (MAM),1383.2,55,20,7,4,21.8,29.8,13.9,1376.0,0.0
Murang'a,2024,Short Rains (OND),204.3,6,4,23,1,19.5,27.2,12.1,1376.0,0.696
Murang'a,2025,Long Rains (MAM),506.5,25,8,8,2,21.9,30.8,14.5,1376.0,0.053
Nairobi,2015,Short Rains (OND),563.6,40,10,12,4,16.2,23.9,8.2,1755.0,0.04
Nairobi,2016,Long Rains (MAM),659.0,34,12,20,5,19.1,26.4,11.6,1724.0,0.041
Nairobi,2016,Short Rains (OND),99.1,21,0,21,8,16.5,23.5,9.4,1724.0,0.804
Nairobi,2017,Long Rains (MAM),184.2,25,1,25,6,19.2,26.5,12.1,1724.0,0.754
Nairobi,2017,Short Rains (OND),266.6,32,2,12,4,16.9,24.2,9.6,1679.0,0.437
Nairobi,2018,Long Rains (MAM),5.9,1,0,0,7,20.2,25.7,14.7,1645.0,0.592
Nairobi,2018,Short Rains (OND),246.2,35,3,13,2,16.7,23.5,8.7,1724.0,0.48
Nairobi,2019,Long Rains (MAM),238.5,22,3,35,8,18.9,26.8,11.3,1774.0,0.842
Nairobi,2019,Short Rains (OND),904.8,58,14,6,2,16.1,23.4,9.0,1833.0,0.0
Nairobi,2020,Long Rains (MAM),716.9,40,11,10,1,18.5,26.5,10.0,1864.0,0.0
Nairobi,2020,Short Rains (OND),102.8,8,1,21,2,16.1,22.8,8.9,1832.0,0.799
Nairobi,2021,Long Rains (MAM),526.9,34,7,15,6,18.9,27.2,11.4,1818.0,0.138
Nairobi,2021,Short Rains (OND),282.1,35,2,13,3,16.5,23.3,9.6,1798.0,0.432
Nairobi,2022,Long Rains (MAM),290.0,24,6,25,5,18.9,26.4,11.6,1825.0,0.613
Nairobi,2022,Short Rains (OND),251.5,27,2,28,7,16.6,23.2,9.7,1785.0,0.713
Nairobi,2023,Long Rains (MAM),443.8,37,7,14,3,19.1,25.7,12.3,1804.0,0.232
Nairobi,2023,Short Rains (OND),497.3,37,7,13,3,16.5,23.5,9.2,1818.0,0.145
Nairobi,2024,Long Rains (MAM),920.6,54,14,9,4,18.9,26.9,11.8,1848.0,0.0
Nairobi,2024,Short Rains (OND),506.6,35,9,15,3,16.7,23.2,10.0,1813.0,0.165
Nairobi,2025,Long Rains (MAM),638.7,45,11,8,2,19.5,27.4,11.7,1780.0,0.0
Nakuru,2015,Short Rains (OND),403.4,52,3,13,4,13.4,21.0,6.2,2227.0,0.27
Nakuru,2016,Long Rains (MAM),440.1,44,6,13,2,16.0,23.4,8.8,2227.0,0.221
Nakuru,2016,Short Rains (OND),225.2,46,1,14,1,13.4,20.4,5.8,2227.0,0.524
Nakuru,2017,Long Rains (MAM),248.2,43,1,13,5,15.3,23.1,7.5,2374.0,0.477
Nakuru,2017,Short Rains (OND),217.9,29,1,25,2,11.7,19.2,3.9,2514.0,0.709
Nakuru,2018,Long Rains (MAM),625.1,65,4,5,1,15.4,23.6,6.1,2354.0,0.0
Nakuru,2018,Short Rains (OND),189.5,32,1,12,2,11.9,20.0,3.6,2507.0,0.539
Nakuru,2019,Long Rains (MAM),247.3,30,3,30,8,14.4,23.3,5.7,2511.0,0.75
Nakuru,2019,Short Rains (OND),779.3,64,11,4,2,13.4,22.3,5.1,2280.0,0.0
Nakuru,2020,Long Rains (MAM),414.3,45,4,12,2,15.9,24.6,8.6,2285.0,0.24
Nakuru,2020,Short Rains (OND),300.0,39,3,15,3,13.9,23.6,6.8,2199.0,0.44
Nakuru,2021,Long Rains (MAM),316.5,51,2,11,5,15.6,23.1,8.7,2346.0,0.354
Nakuru,2021,Short Rains (OND),217.5,41,1,20,1,13.2,20.4,6.3,2325.0,0.63
Nakuru,2022,Long Rains (MAM),333.0,45,2,24,7,15.8,23.0,8.7,2335.0,0.54
Nakuru,2022,Short Rains (OND),127.6,32,0,27,1,13.1,20.1,6.6,2345.0,0.862
Nakuru,2023,Long Rains (MAM),129.5,18,1,7,2,14.7,22.2,7.3,2543.0,0.539
Nakuru,2023,Short Rains (OND),261.4,39,1,14,3,13.8,21.1,6.4,2262.0,0.475
Nakuru,2024,Long Rains (MAM),61.5,10,0,16,4,14.0,21.0,6.9,2585.0,0.774
Nakuru,2024,Short Rains (OND),328.8,45,1,19,3,13.9,21.6,6.4,2247.0,0.466
Nakuru,2025,Long Rains (MAM),510.3,68,4,8,2,16.0,22.8,8.9,2341.0,0.048
Nandi,2016,Short Rains (OND),89.1,12,1,14,3,14.9,22.3,7.1,2015.0,0.705
Nandi,2017,Long Rains (MAM),419.8,34,7,9,3,17.5,25.3,9.7,2015.0,0.184
Nandi,2017,Short Rains (OND),302.9,29,4,25,2,14.9,22.4,7.3,2015.0,0.596
Nandi,2019,Short Rains (OND),657.2,49,8,8,1,15.0,22.6,7.2,2015.0,0.0
Nandi,2020,Long Rains (MAM),470.5,36,8,15,1,17.4,25.7,10.0,2015.0,0.213
Nandi,2020,Short Rains (OND),137.0,15,1,12,2,15.0,23.7,7.5,2015.0,0.609
Nandi,2021,Long Rains (MAM),620.9,41,12,9,2,17.7,25.7,9.4,2015.0,0.0
Nandi,2021,Short Rains (OND),246.5,23,3,13,1,15.1,22.4,7.5,2015.0,0.479
Nandi,2023,Long Rains (MAM),271.0,21,5,12,1,17.9,24.9,10.3,2015.0,0.431
Narok,2017,Short Rains (OND),300.7,46,2,14,2,17.8,25.1,9.5,1526.0,0.423
Narok,2018,Long Rains (MAM),598.4,75,3,5,1,20.6,28.0,14.0,1489.0,0.0
Narok,2018,Short Rains (OND),202.6,32,1,22,4,18.0,24.8,11.2,1519.0,0.682
Narok,2019,Long Rains (MAM),165.7,31,0,31,1,19.8,26.3,13.0,1645.0,0.875
Narok,2019,Short Rains (OND),496.1,70,1,6,3,17.0,24.2,9.5,1683.0,0.035
Narok,2020,Long Rains (MAM),576.9,61,9,6,1,19.2,25.9,12.7,1759.0,0.0
Narok,2020,Short Rains (OND),268.0,58,0,10,6,18.4,25.1,12.1,1464.0,0.403
Narok,2021,Long Rains (MAM),292.3,48,0,14,1,22.4,29.9,15.3,1238.0,0.434
Narok,2021,Short Rains (OND),172.4,38,1,18,6,18.0,24.8,11.2,1549.0,0.658
Narok,2022,Long Rains (MAM),271.8,42,1,15,7,19.7,27.3,12.9,1706.0,0.478
Narok,2022,Short Rains (OND),201.9,45,0,14,7,17.8,24.5,11.5,1593.0,0.555
Narok,2023,Long Rains (MAM),474.3,57,5,8,3,20.2,26.9,13.6,1636.0,0.096
Narok,2023,Short Rains (OND),330.8,56,1,11,5,17.6,24.0,11.4,1635.0,0.335
Narok,2024,Long Rains (MAM),532.0,65,2,10,1,19.8,26.1,13.2,1706.0,0.051
Narok,2024,Short Rains (OND),284.3,44,0,19,3,17.7,24.1,11.3,1635.0,0.525
Narok,2025,Long Rains (MAM),379.1,59,1,7,2,20.3,26.8,13.9,1648.0,0.207
Nyamira,2018,Long Rains (MAM),548.9,56,9,6,1,17.3,24.8,9.2,2044.0,0.0
Nyamira,2019,Long Rains (MAM),278.7,44,1,17,1,17.5,25.3,10.4,2044.0,0.5
Nyamira,2019,Short Rains (OND),324.2,38,2,11,1,14.9,22.8,7.3,2044.0,0.344
Nyamira,2020,Short Rains (OND),329.6,46,3,9,3,14.8,23.3,6.0,2044.0,0.305
Nyamira,2021,Long Rains (MAM),432.0,48,4,5,1,17.4,25.1,9.4,2044.0,0.104
Nyamira,2021,Short Rains (OND),150.2,22,0,8,1,15.2,22.8,8.3,2044.0,0.528
Nyamira,2022,Long Rains (MAM),241.1,34,1,6,3,17.6,25.8,9.5,2044.0,0.375
Nyamira,2022,Short Rains (OND),8.2,2,0,3,7,15.1,21.5,8.5,2044.0,0.637
Nyamira,2023,Long Rains (MAM),3.1,0,0,14,7,17.4,24.8,10.7,2044.0,0.82
Nyandarua,2015,Short Rains (OND),495.3,53,6,13,2,11.4,19.3,3.8,2546.0,0.148
Nyandarua,2016,Long Rains (MAM),542.9,44,9,12,2,14.0,21.9,6.7,2546.0,0.068
Nyandarua,2016,Short Rains (OND),41.0,9,0,68,1,11.4,19.1,4.1,2546.0,1.0
Nyandarua,2017,Long Rains (MAM),41.5,8,0,25,7,13.8,21.4,6.6,2546.0,0.945
Nyandarua,2018,Long Rains (MAM),465.0,50,3,7,1,14.8,22.0,7.6,2459.0,0.092
Nyandarua,2018,Short Rains (OND),153.5,37,0,19,2,12.3,19.0,5.5,2441.0,0.699
Nyandarua,2019,Long Rains (MAM),21.6,7,0,52,7,15.0,23.4,7.4,2443.0,1.0
Nyandarua,2019,Short Rains (OND),66.2,12,0,20,7,12.5,20.6,4.7,2430.0,0.832
Nyandarua,2020,Long Rains (MAM),303.6,52,1,9,1,14.8,21.8,7.1,2458.0,0.339
Nyandarua,2020,Short Rains (OND),285.7,52,2,9,3,12.4,19.1,5.8,2447.0,0.363
Nyandarua,2021,Long Rains (MAM),190.9,27,1,10,8,15.1,22.9,7.7,2430.0,0.506
Nyandarua,2021,Short Rains (OND),259.3,58,0,6,1,12.3,19.1,5.7,2469.0,0.35
Nyandarua,2022,Long Rains (MAM),261.8,44,0,14,4,14.9,21.5,7.5,2468.0,0.475
Nyandarua,2022,Short Rains (OND),296.4,51,1,11,1,12.3,19.7,5.2,2478.0,0.381
Nyandarua,2023,Long Rains (MAM),422.0,57,1,11,3,15.0,22.0,8.0,2468.0,0.213
Nyandarua,2023,Short Rains (OND),348.3,44,4,10,2,12.2,19.9,4.2,2527.0,0.296
Nyandarua,2024,Long Rains (MAM),669.5,61,8,7,5,14.6,22.3,6.2,2546.0,0.0
Nyandarua,2024,Short Rains (OND),314.2,50,0,9,3,12.6,19.2,5.9,2468.0,0.325
Nyandarua,2025,Long Rains (MAM),619.3,62,6,7,1,15.1,21.7,8.1,2488.0,0.0
Nyeri,2015,Short Rains (OND),178.6,14,2,12,1,16.5,24.1,9.6,1727.0,0.554
Nyeri,2016,Long Rains (MAM),720.4,39,13,18,1,19.3,26.9,11.6,1727.0,0.0
Nyeri,2016,Short Rains (OND),293.1,30,5,19,6,16.5,25.1,8.5,1727.0,0.513
Nyeri,2017,Long Rains (MAM),846.4,41,15,20,3,19.2,27.1,11.0,1727.0,0.0
Nyeri,2017,Short Rains (OND),229.6,28,2,31,4,17.6,24.8,10.2,1578.0,0.79
Nyeri,2018,Long Rains (MAM),327.2,34,4,9,1,19.9,27.8,12.4,1594.0,0.308
Nyeri,2018,Short Rains (OND),321.7,42,2,11,4,17.4,25.7,9.3,1586.0,0.347
Nyeri,2019,Long Rains (MAM),573.5,42,10,20,8,19.5,26.7,12.5,1727.0,0.155
Nyeri,2019,Short Rains (OND),704.1,44,12,22,4,16.9,24.6,9.4,1727.0,0.013
Nyeri,2020,Long Rains (MAM),1132.9,55,16,6,1,19.5,27.1,11.7,1727.0,0.0
Nyeri,2020,Short Rains (OND),602.5,35,12,9,3,18.5,26.7,10.3,1433.0,0.0
Nyeri,2021,Long Rains (MAM),541.5,40,10,14,1,19.6,27.3,11.7,1701.0,0.102
Nyeri,2021,Short Rains (OND),488.5,49,7,13,3,16.4,24.0,7.6,1826.0,0.157
Nyeri,2022,Long Rains (MAM),243.2,37,1,25,5,19.5,26.2,12.1,1719.0,0.676
Nyeri,2022,Short Rains (OND),268.8,34,1,30,6,16.6,24.2,9.2,1788.0,0.722
Nyeri,2023,Long Rains (MAM),224.1,47,0,15,4,19.2,26.0,12.2,1783.0,0.541
Nyeri,2023,Short Rains (OND),345.6,55,1,18,1,16.2,23.4,8.6,1862.0,0.427
Nyeri,2024,Long Rains (MAM),854.2,55,14,15,5,20.5,28.0,13.6,1581.0,0.0
Nyeri,2024,Short Rains (OND),208.4,34,1,11,6,16.7,23.8,9.4,1811.0,0.498
Nyeri,2025,Long Rains (MAM),567.3,38,10,9,2,21.2,29.3,12.9,1501.0,0.0
Other Kenya,2015,Long Rains (MAM),0.4,0,0,3,7,20.1,26.2,14.1,1643.0,0.648
Other Kenya,2015,Short Rains (OND),140.8,29,0,12,9,15.1,22.5,7.0,1928.0,0.604
Other Kenya,2016,Long Rains (MAM),185.8,35,0,21,5,18.3,25.2,11.3,1833.0,0.688
Other Kenya,2016,Short Rains (OND),56.2,17,0,30,7,16.3,24.0,8.6,1748.0,1.0
Other Kenya,2017,Long Rains (MAM),212.4,41,1,16,6,18.7,26.5,12.1,1792.0,0.573
Other Kenya,2017,Short Rains (OND),223.0,32,0,31,3,15.7,22.7,8.8,1861.0,0.799
Other Kenya,2018,Long Rains (MAM),586.2,73,4,5,1,18.1,25.0,11.0,1908.0,0.0
Other Kenya,2018,Short Rains (OND),224.1,39,2,13,11,14.7,21.7,7.9,2039.0,0.509
Other Kenya,2019,Long Rains (MAM),89.5,21,0,26,9,17.3,24.4,10.7,2039.0,0.897
Other Kenya,2019,Short Rains (OND),558.5,55,5,8,2,15.4,22.8,8.2,1937.0,0.0
Other Kenya,2020,Long Rains (MAM),421.1,51,4,8,1,17.0,25.4,8.7,2110.0,0.167
Other Kenya,2020,Short Rains (OND),246.8,44,3,13,2,16.4,23.8,9.2,1800.0,0.479
Other Kenya,2021,Long Rains (MAM),281.0,42,2,16,6,19.5,27.8,11.4,1737.0,0.481
Other Kenya,2021,Short Rains (OND),202.8,43,0,16,1,15.2,21.9,8.3,2019.0,0.586
Other Kenya,2022,Long Rains (MAM),303.8,46,3,13,7,16.8,24.0,9.6,2165.0,0.403
Other Kenya,2022,Short Rains (OND),175.8,39,1,14,7,15.1,21.8,8.2,2034.0,0.59
Other Kenya,2023,Long Rains (MAM),334.5,52,1,13,3,18.1,25.4,11.2,1975.0,0.362
Other Kenya,2023,Short Rains (OND),418.9,54,4,11,3,16.5,23.8,8.0,1823.0,0.217
Other Kenya,2024,Long Rains (MAM),473.9,60,1,10,5,17.5,24.4,9.2,2085.0,0.128
Other Kenya,2024,Short Rains (OND),230.1,40,2,16,3,15.7,23.5,7.9,1972.0,0.549
Other Kenya,2025,Long Rains (MAM),431.0,61,2,7,2,16.7,25.0,8.7,2230.0,0.137
Siaya,2017,Short Rains (OND),5.9,2,0,14,7,19.1,26.2,12.0,1348.0,0.816
Siaya,2018,Long Rains (MAM),912.0,71,13,9,1,21.6,29.2,13.9,1357.0,0.0
Siaya,2018,Short Rains (OND),395.0,36,5,14,2,18.9,26.5,11.2,1376.0,0.297
Siaya,2019,Long Rains (MAM),493.6,38,9,11,1,21.0,28.8,12.8,1432.0,0.118
Siaya,2019,Short Rains (OND),748.2,69,7,5,1,19.1,26.2,11.5,1347.0,0.0
Siaya,2020,Long Rains (MAM),668.9,51,9,8,1,21.8,29.2,14.4,1347.0,0.0
Siaya,2020,Short Rains (OND),532.1,47,8,8,2,19.1,26.3,11.4,1346.0,0.019
Siaya,2021,Long Rains (MAM),549.2,61,5,8,3,21.9,29.0,14.7,1350.0,0.0
Siaya,2021,Short Rains (OND),198.7,19,3,8,2,19.1,27.1,11.8,1389.0,0.463
Siaya,2022,Long Rains (MAM),577.5,38,10,12,2,21.2,28.5,13.9,1430.0,0.022
Siaya,2022,Short Rains (OND),309.0,42,2,10,1,19.5,27.2,11.8,1308.0,0.348
Siaya,2023,Long Rains (MAM),929.5,69,15,6,2,22.1,29.5,14.6,1326.0,0.0
Siaya,2023,Short Rains (OND),497.8,48,8,16,2,19.9,27.8,12.1,1270.0,0.192
Siaya,2024,Long Rains (MAM),0.0,0,0,4,7,21.8,27.9,15.2,1310.0,0.664
Siaya,2024,Short Rains (OND),538.2,59,6,6,1,20.0,27.0,13.0,1268.0,0.0
Siaya,2025,Long Rains (MAM),609.0,50,9,7,2,22.1,29.8,14.8,1351.0,0.0
Taita Taveta,2017,Long Rains (MAM),290.0,37,4,8,5,23.4,31.1,15.0,1017.0,0.341
Taita Taveta,2017,Short Rains (OND),283.4,27,4,22,4,21.3,28.8,14.4,955.0,0.574
Taita Taveta,2018,Long Rains (MAM),497.0,52,5,12,1,23.9,31.2,15.8,955.0,0.129
Taita Taveta,2018,Short Rains (OND),304.2,32,5,16,4,21.4,28.8,14.4,955.0,0.45
Taita Taveta,2019,Long Rains (MAM),56.4,8,1,6,1,25.7,33.2,17.7,755.0,0.621
Taita Taveta,2019,Short Rains (OND),116.6,12,0,4,2,22.9,29.4,15.7,755.0,0.509
Taita Taveta,2020,Long Rains (MAM),54.3,10,1,25,7,23.4,31.1,15.4,1154.0,0.928
Taita Taveta,2020,Short Rains (OND),233.3,25,4,25,4,23.1,30.8,15.2,721.0,0.689
Taita Taveta,2021,Long Rains (MAM),188.3,26,3,28,5,25.0,32.2,17.8,818.0,0.797
Taita Taveta,2021,Short Rains (OND),247.7,26,3,26,9,22.6,30.0,15.9,818.0,0.686
Taita Taveta,2022,Long Rains (MAM),165.1,20,2,29,4,25.2,32.0,18.0,818.0,0.844
Taita Taveta,2022,Short Rains (OND),236.2,29,2,30,7,22.6,29.6,15.7,818.0,0.765
Taita Taveta,2023,Long Rains (MAM),182.1,30,0,27,5,25.2,32.3,18.4,818.0,0.789
Taita Taveta,2023,Short Rains (OND),541.9,35,10,17,5,23.2,31.0,15.0,729.0,0.149
Taita Taveta,2024,Long Rains (MAM),191.8,33,1,24,4,26.3,35.0,18.2,678.0,0.728
Taita Taveta,2024,Short Rains (OND),567.2,39,9,23,7,20.7,28.5,12.6,1126.0,0.212
Taita Taveta,2025,Long Rains (MAM),304.1,26,7,20,4,23.5,31.0,15.1,1154.0,0.515
Tana River,2018,Long Rains (MAM),193.1,27,1,13,3,29.8,37.8,22.6,38.0,0.551
Tana River,2018,Short Rains (OND),199.6,22,3,21,4,27.1,33.8,19.8,41.0,0.67
Tana River,2019,Long Rains (MAM),153.7,22,1,27,11,29.7,37.2,22.4,41.0,0.827
Tana River,2019,Short Rains (OND),432.0,36,7,12,1,27.3,35.7,20.0,46.0,0.216
Tana River,2020,Long Rains (MAM),113.7,20,1,19,8,29.8,37.6,21.6,48.0,0.752
Tana River,2020,Short Rains (OND),111.3,14,2,50,5,27.4,35.0,19.3,20.0,1.0
Tana River,2021,Long Rains (MAM),69.1,12,0,23,7,29.9,37.7,22.8,25.0,0.876
Tana River,2021,Short Rains (OND),130.6,18,0,32,9,27.4,34.4,20.6,41.0,0.938
Tana River,2022,Long Rains (MAM),20.4,4,0,28,7,29.5,36.8,22.0,50.0,1.0
Tana River,2023,Short Rains (OND),174.5,20,1,14,1,27.5,34.8,20.7,61.0,0.591
Tana River,2024,Short Rains (OND),188.4,14,4,25,6,27.3,35.9,19.9,61.0,0.749
Tana River,2025,Long Rains (MAM),123.6,13,2,38,4,30.2,38.0,21.7,61.0,1.0
Tharaka Nithi,2017,Long Rains (MAM),27.1,3,1,17,7,21.6,28.7,14.4,1404.0,0.836
Tharaka Nithi,2017,Short Rains (OND),462.3,28,8,18,3,19.9,27.6,12.2,1176.0,0.272
Tharaka Nithi,2018,Long Rains (MAM),970.1,53,19,9,1,22.6,30.0,15.2,1198.0,0.0
Tharaka Nithi,2018,Short Rains (OND),373.0,35,6,17,3,20.0,27.5,12.8,1203.0,0.375
Tharaka Nithi,2019,Long Rains (MAM),222.0,9,4,26,4,23.3,31.5,15.7,1068.0,0.72
Tharaka Nithi,2019,Short Rains (OND),1156.7,49,19,9,2,20.2,28.2,12.6,1173.0,0.0
Tharaka Nithi,2020,Long Rains (MAM),683.3,41,15,11,1,21.3,28.9,13.5,1400.0,0.0
Tharaka Nithi,2020,Short Rains (OND),341.2,22,4,20,5,20.9,29.3,12.9,1068.0,0.465
Tharaka Nithi,2021,Long Rains (MAM),533.0,36,9,16,3,22.5,29.5,14.4,1236.0,0.145
Tharaka Nithi,2021,Short Rains (OND),571.3,48,10,18,3,20.2,27.1,13.0,1198.0,0.126
Tharaka Nithi,2022,Long Rains (MAM),314.4,23,5,24,4,22.8,29.8,15.5,1186.0,0.565
Tharaka Nithi,2022,Short Rains (OND),457.3,32,8,26,5,20.0,27.4,12.3,1221.0,0.406
Tharaka Nithi,2023,Long Rains (MAM),577.4,37,9,27,3,22.6,30.1,15.3,1242.0,0.262
Tharaka Nithi,2023,Short Rains (OND),733.5,48,14,15,3,20.4,27.0,13.6,1186.0,0.0
Tharaka Nithi,2024,Long Rains (MAM),929.3,41,16,12,3,22.2,31.4,13.8,1341.0,0.0
Tharaka Nithi,2024,Short Rains (OND),365.4,25,6,21,6,20.3,28.1,11.3,1226.0,0.449
Tharaka Nithi,2025,Long Rains (MAM),556.6,30,7,18,2,23.5,31.0,16.3,1117.0,0.146
Turkana,2018,Long Rains (MAM),388.8,23,6,25,3,26.8,34.4,19.8,514.0,0.482
Turkana,2018,Short Rains (OND),19.1,4,0,70,7,24.1,30.7,17.4,531.0,1.0
Turkana,2019,Long Rains (MAM),38.5,7,0,34,7,26.7,33.8,19.4,528.0,1.0
Turkana,2019,Short Rains (OND),146.1,15,2,22,3,24.7,31.8,17.7,451.0,0.757
Turkana,2020,Long Rains (MAM),50.9,9,0,37,7,27.2,35.0,19.6,446.0,1.0
Turkana,2020,Short Rains (OND),52.6,12,0,27,7,24.4,31.7,17.4,508.0,0.962
Turkana,2021,Long Rains (MAM),93.0,10,2,35,9,27.1,34.5,20.3,503.0,1.0
Turkana,2021,Short Rains (OND),8.7,3,0,84,7,24.9,32.1,17.4,442.0,1.0
Turkana,2022,Long Rains (MAM),11.3,4,0,52,7,27.2,34.5,19.0,498.0,1.0
Turkana,2022,Short Rains (OND),2.8,1,0,92,7,24.7,32.0,17.6,482.0,1.0
Turkana,2023,Long Rains (MAM),181.5,19,3,28,4,26.1,33.6,18.5,665.0,0.806
Turkana,2023,Short Rains (OND),65.6,14,0,35,5,24.4,31.2,17.9,535.0,1.0
Turkana,2024,Long Rains (MAM),131.3,21,0,16,6,26.7,33.8,19.6,595.0,0.681
Turkana,2024,Short Rains (OND),29.4,7,0,55,9,24.0,31.1,17.0,610.0,1.0
Turkana,2025,Long Rains (MAM),56.8,11,0,28,7,27.4,35.2,20.0,506.0,0.972
Uasin Gishu,2015,Short Rains (OND),361.8,34,6,15,4,15.1,22.7,7.5,1948.0,0.358
Uasin Gishu,2016,Long Rains (MAM),476.5,39,8,8,2,17.8,26.2,10.1,1948.0,0.093
Uasin Gishu,2016,Short Rains (OND),42.9,7,0,36,7,15.2,22.8,8.3,1948.0,1.0
Uasin Gishu,2017,Long Rains (MAM),194.3,34,0,13,9,17.7,26.3,8.7,1948.0,0.549
Uasin Gishu,2017,Short Rains (OND),226.0,23,2,37,2,14.5,22.3,7.8,2068.0,0.891
Uasin Gishu,2018,Long Rains (MAM),77.3,7,2,84,1,17.7,25.9,9.6,1960.0,1.0
Uasin Gishu,2018,Short Rains (OND),59.8,14,0,21,7,14.0,22.4,6.4,2163.0,0.856
Uasin Gishu,2019,Long Rains (MAM),266.3,20,3,24,1,16.4,24.4,8.3,2167.0,0.629
Uasin Gishu,2019,Short Rains (OND),484.2,51,6,10,3,14.5,22.9,7.1,2078.0,0.114
Uasin Gishu,2020,Long Rains (MAM),597.1,41,8,15,3,16.5,24.0,8.8,2208.0,0.044
Uasin Gishu,2020,Short Rains (OND),111.2,21,1,32,2,13.7,21.2,6.5,2220.0,0.964
Uasin Gishu,2021,Long Rains (MAM),381.0,27,10,23,5,16.4,23.7,7.2,2220.0,0.46
Uasin Gishu,2021,Short Rains (OND),167.4,21,1,37,1,13.8,22.1,6.5,2220.0,0.969
Uasin Gishu,2022,Long Rains (MAM),398.1,31,2,16,4,16.6,23.8,8.6,2220.0,0.325
Uasin Gishu,2022,Short Rains (OND),203.5,18,4,16,1,13.9,21.9,6.0,2220.0,0.585
Uasin Gishu,2023,Long Rains (MAM),434.0,37,9,12,2,17.3,25.3,9.8,2091.0,0.213
Uasin Gishu,2023,Short Rains (OND),212.6,32,4,22,3,14.8,21.7,7.6,2074.0,0.669
Uasin Gishu,2024,Long Rains (MAM),434.0,47,4,19,5,17.1,24.3,9.8,2146.0,0.325
Uasin Gishu,2024,Short Rains (OND),254.1,32,3,19,3,14.6,21.9,7.4,2113.0,0.565
Uasin Gishu,2025,Long Rains (MAM),452.4,47,5,9,2,17.4,24.6,10.1,2102.0,0.141
Wajir,2018,Long Rains (MAM),222.9,21,2,27,5,28.5,36.8,20.5,214.0,0.735
Wajir,2018,Short Rains (OND),110.7,7,1,29,7,26.1,33.6,18.3,214.0,0.916
Wajir,2019,Long Rains (MAM),57.6,5,1,26,12,28.8,36.9,20.8,214.0,0.939
